phrase,target
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time ",neutral
"The company operates a U.S. division in Lisle , Ill. ",neutral
No financial information was provided ,neutral
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) ,neutral
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares ",neutral
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting ,neutral
The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption ,neutral
"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 ",neutral
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares ",neutral
`` There is no room to modify the share component as we have already indicated . ',neutral
"In addition , the company is considering the start of production in Russia ",neutral
"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls ",neutral
"128,538 shares can still be subscribed for with Series E share options , max ",neutral
"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland ",neutral
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago ",neutral
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full ",neutral
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook ",neutral
"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes ",neutral
The combined capital of these funds is expected to be EUR 100mn-150mn ,neutral
Valga Lihatoostus markets its products under the Maks & Moorits trademark ,neutral
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 ",neutral
"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) ",neutral
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market ",neutral
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT ,neutral
"Depending on the market situation , such projects are sold after 1 to 3 years after completion ",neutral
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover ,neutral
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 ,neutral
The company will be part of Teleste 's Video and Broadband Solutions business area ,neutral
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Close",neutral
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress ,neutral
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V ,neutral
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 ,neutral
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others ",neutral
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million ",neutral
"The objective is that trading in the shares will commence on May 2 , 2007 ",neutral
Why not give your bedroom a cool makeover for summer ,neutral
NWC ANALYSIS ,neutral
Metso 's delivery will include a complete coated board line with related air systems and two winders ,neutral
"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems ",neutral
No financial details were disclosed ,neutral
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said ",neutral
Officials did not disclose the contract value ,neutral
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland ",neutral
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines ",neutral
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions ",neutral
A meeting of Glisten shareholders to vote on the bid will be held on 12 March ,neutral
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest ,neutral
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value ",neutral
"The market making in accordance with the agreement will begin on September 24 , 2009 ",neutral
The products have a low salt and fat content ,neutral
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products ",neutral
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses ",neutral
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there ,neutral
"In future , the plant will focus on the production of flange profiles for wind farm towers ",neutral
